44.1854;-2.1428
44.1893;-2.1422
44.1933;-2.1420
44.1972;-2.1396
44.2012;-2.1423
44.2051;-2.1450
44.2091;-2.1436
44.2130;-2.1416
44.2170;-2.1383
44.2209;-2.1406
44.2249;-2.1413
44.2289;-2.1394
44.2328;-2.1395
44.2368;-2.1355
44.2407;-2.1365
44.2447;-2.1405
44.2486;-2.1379
44.2526;-2.1383
44.2565;-2.1375
44.2605;-2.1345
44.2644;-2.1365
44.2684;-2.1350
44.2724;-2.1308
44.2763;-2.1306
44.2803;-2.1312
44.2842;-2.1330
44.2882;-2.1339
44.2921;-2.1289
44.2961;-2.1239
44.3000;-2.1276
44.3040;-2.1348
44.3079;-2.1332
44.3119;-2.1296
44.3158;-2.1228
44.3198;-2.1027
44.3238;-2.0781
44.3277;-2.0566
44.3317;-2.0534
44.3356;-2.0733
44.3396;-2.0942
44.3435;-2.1060
44.3475;-2.1092
44.3514;-2.1126
44.3554;-2.1237
44.3593;-2.1301
44.3633;-2.1364
44.3673;-2.1470
44.3712;-2.1509
44.3752;-2.1515
44.3791;-2.1539
44.3831;-2.1558
44.3870;-2.1543
44.3910;-2.1555
44.3949;-2.1554
44.3989;-2.1542
44.4028;-2.1568
44.4068;-2.1491
44.4107;-2.1508
44.4147;-2.1508
44.4187;-2.1460
44.4226;-2.1518
44.4266;-2.1443
44.4305;-2.1489
44.4345;-2.1422
44.4384;-2.1466
44.4424;-2.1441
44.4463;-2.1053
44.4503;-2.1260
44.4542;-2.0169
44.4582;-1.7448
44.4622;-1.4785
44.4661;-1.3051
44.4701;-1.2946
44.4740;-1.3075
44.4780;-1.5303
44.4819;-1.9415
44.4859;-2.3154
44.4898;-2.7053
44.4938;-2.7059
44.4977;-2.3877
44.5017;-2.2441
44.5056;-2.1879
44.5096;-2.1688
44.5136;-2.1702
44.5175;-2.1549
44.5215;-2.1597
44.5254;-2.1530
44.5294;-2.1504
44.5333;-2.1462
44.5373;-2.1405
44.5412;-2.1423
44.5452;-2.1353
44.5491;-2.1297
44.5531;-2.1247
44.5571;-2.1201
44.5610;-2.1157
44.5650;-2.1096
44.5689;-2.1055
44.5729;-2.0995
44.5768;-2.0949
44.5808;-2.0905
44.5847;-2.0862
44.5887;-2.0821
44.5926;-2.0765
44.5966;-2.0729
44.6005;-2.0679
44.6045;-2.0625
44.6085;-2.0571
44.6124;-2.0520
44.6164;-2.0465
44.6203;-2.0397
44.6243;-2.0334
44.6282;-2.0259
44.6322;-2.0179
44.6361;-2.0064
44.6401;-1.9970
44.6440;-1.9865
44.6480;-1.9724
44.6520;-1.9652
44.6559;-1.9500
44.6599;-1.9306
44.6638;-1.9161
44.6678;-1.8974
44.6717;-1.8802
44.6757;-1.8599
44.6796;-1.8350
44.6836;-1.8092
44.6875;-1.7812
44.6915;-1.7570
44.6955;-1.7342
44.6994;-1.7099
44.7034;-1.6891
44.7073;-1.6727
44.7113;-1.6620
44.7152;-1.6550
44.7192;-1.6485
44.7231;-1.6441
44.7271;-1.6422
44.7310;-1.6445
44.7350;-1.6516
44.7389;-1.6674
44.7429;-1.6887
44.7469;-1.7157
44.7508;-1.7549
44.7548;-1.7974
44.7587;-1.8400
44.7627;-1.8857
44.7666;-1.9301
44.7706;-1.9743
44.7745;-2.0142
44.7785;-2.0445
44.7824;-2.0725
44.7864;-2.0973
44.7904;-2.1161
44.7943;-2.1312
44.7983;-2.1401
44.8022;-2.1442
44.8062;-2.1484
44.8101;-2.1530
44.8141;-2.1573
44.8180;-2.1577
44.8220;-2.1532
44.8259;-2.1543
44.8299;-2.1572
44.8338;-2.1559
44.8378;-2.1537
44.8418;-2.1510
44.8457;-2.1502
44.8497;-2.1502
44.8536;-2.1504
44.8576;-2.1486
44.8615;-2.1476
44.8655;-2.1473
44.8694;-2.1455
44.8734;-2.1462
44.8773;-2.1449
44.8813;-2.1424
44.8853;-2.1407
44.8892;-2.1406
44.8932;-2.1423
44.8971;-2.1418
44.9011;-2.1407
44.9050;-2.1402
44.9090;-2.1405
44.9129;-2.1423
44.9169;-2.1433
44.9208;-2.1398
44.9248;-2.1372
44.9287;-2.1405
44.9327;-2.1418
44.9367;-2.1426
44.9406;-2.1427
44.9446;-2.1407
44.9485;-2.1445
44.9525;-2.1477
44.9564;-2.1474
44.9604;-2.1508
44.9643;-2.1501
44.9683;-2.1480
44.9722;-2.1507
44.9762;-2.1510
